"year","broad_money_growth","inflation_cpi","gov_cons_gdp","exrate_lcu_per_usd","tot_index","fx_depr","tot_growth","money_growth_l1","fx_depr_l1","tot_growth_l1","gov_cons_l1","post_stabilization","regime","high_infl_20","high_infl_100","infl_vol_5y","fx_vol_5y","log1p_inflation","inflation_cpi_w","fx_depr_w","broad_money_w",".fitted",".resid",".hat",".sigma",".cooksd",".std.resid","cooks_d","leverage","std_resid","dffits"
2011,11.7360187654868,3.36931095333853,10.3623514688753,2.7541,124.2,-2.54619009392445,7.60918537715414,21.0546552757542,-6.38884492609901,18.9821373930517,10.5258359246036,TRUE,"Post-stabilization",FALSE,FALSE,1.6973419824391,3.94411636062063,1.47460532009367,3.36931095333853,-2.54619009392445,11.7360187654868,-45.9289736669523,49.2982846202908,0.0564699763812319,155.454738935322,0.00130739595173827,0.330489471926478,0.00130739595173827,0.0564699763812319,0.330489471926478,0.0798694917755488
2012,15.0150228720275,3.61121294940163,10.8712123448481,2.63758641774892,120.7,-4.32264471791555,-2.85850413958926,11.7360187654868,-2.54619009392445,7.60918537715414,10.3623514688753,TRUE,"Post-stabilization",FALSE,FALSE,1.53668101252894,3.92884078672096,1.52849093506896,3.61121294940163,-4.32264471791555,15.0150228720275,-23.8734209239646,27.4846338733662,0.0482121574178942,155.61387720656,0.00034095222910336,0.183452469747217,0.00034095222910336,0.0482121574178942,0.183452469747217,0.0407455103937314
2013,16.4789848315359,2.76789666082002,11.5009309068431,2.70189902597403,113.5,2.40906054451805,-6.15052911820282,15.0150228720275,-4.32264471791555,-2.85850413958926,10.8712123448481,TRUE,"Post-stabilization",FALSE,FALSE,0.807754309165689,4.11938686343478,1.32651693086564,2.76789666082002,2.40906054451805,16.4789848315359,-2.27108831400784,5.03898497482786,0.0436802808291322,155.682329203743,1.02849619465486e-05,0.0335540688478998,1.02849619465486e-05,0.0436802808291322,0.0335540688478998,0.00707364634212726
2014,6.26515057848419,3.41194579807465,12.4020903759554,2.83904413780664,107.4,4.95125555915817,-5.52426548466931,16.4789848315359,2.40906054451805,-6.15052911820282,11.5009309068431,TRUE,"Post-stabilization",FALSE,FALSE,0.848528174653635,4.72621427766893,1.48431581620125,3.41194579807465,4.95125555915817,6.26515057848419,-10.4015986150668,13.8135444131415,0.0403177348374422,155.666958893077,7.08416723748261e-05,0.0918216467391844,7.08416723748261e-05,0.0403177348374422,0.0918216467391844,0.0185664674359313
2015,13.3870674203525,3.39809194746308,12.9655733799238,3.18443924152237,100,11.4808786881498,-7.13899960866726,6.26515057848419,4.95125555915817,-5.52426548466931,12.4020903759554,TRUE,"Post-stabilization",FALSE,FALSE,0.31869338272766,6.29741892414876,1.48117079856775,3.39809194746308,11.4808786881498,13.3870674203525,13.2674943667198,-9.86940241925675,0.0516427035745919,155.675534757017,4.74333794614005e-05,-0.065994622031658,4.74333794614005e-05,0.0516427035745919,-0.065994622031658,-0.0151915814479962
2016,2.75613711158984,3.55717663556279,13.1636888035228,3.37506158720665,99.8,5.81373610122586,-0.200200267067352,13.3870674203525,11.4808786881498,-7.13899960866726,12.9655733799238,TRUE,"Post-stabilization",FALSE,FALSE,0.337692935758447,5.7431152774812,1.51670327290048,3.55717663556279,5.81373610122586,2.75613711158984,-24.8041432805269,28.3613199160897,0.0488909947666342,155.609232222211,0.000368687595845063,0.189371655277477,0.000368687595845063,0.0488909947666342,0.189371655277477,0.0423716349581064
2017,9.33091398902329,2.99490045809443,13.2122751962604,3.2604884908321,107.2,-3.45365442525478,7.15280653192831,2.75613711158984,5.81373610122586,-0.200200267067352,13.1636888035228,TRUE,"Post-stabilization",FALSE,FALSE,0.330580969565818,5.43041230806293,1.38501866228564,2.99490045809443,-3.45365442525478,9.33091398902329,-52.512557606309,55.5074580644034,0.0683648402493222,155.389379506005,0.00205816933840038,0.374482983115206,0.00205816933840038,0.0683648402493222,0.374482983115206,0.100253729656251
2018,5.43327443052407,1.50915423024742,13.0774424949562,3.28660269803296,106.7,0.797738871720943,-0.467509032899383,9.33091398902329,-3.45365442525478,7.15280653192831,13.2122751962604,TRUE,"Post-stabilization",FALSE,FALSE,0.845274382437996,5.61105794261009,0.919945736299106,1.53711873145865,0.797738871720943,5.43327443052407,-31.4027548166568,32.9119090469042,0.0471130093063258,155.583253546939,0.000476652154692029,0.219551323100681,0.000476652154692029,0.0471130093063258,0.219551323100681,0.0481858195457502
2019,8.31837591438,2.25212191358027,13.2443725852511,3.3372655465368,104.9,1.5297356346281,-1.70136429054564,5.43327443052407,0.797738871720943,-0.467509032899383,13.0774424949562,TRUE,"Post-stabilization",FALSE,FALSE,0.854227289167953,5.6619487145101,1.1793076797837,2.25212191358027,1.5297356346281,8.31837591438,-24.3530265931883,26.6051485067686,0.051391105276688,155.618115616069,0.000342832756427913,0.177879448617737,0.000342832756427913,0.051391105276688,0.177879448617737,0.0408566093288943
2020,38.2852960296511,2.00241205759292,15.8181030380089,3.4949411976912,114.6,4.61647778191296,8.84402888783882,8.31837591438,1.5297356346281,-1.70136429054564,13.2443725852511,TRUE,"Post-stabilization",FALSE,FALSE,0.813414571804407,3.62982755349548,1.09941598481546,2.00241205759292,4.61647778191296,38.2852960296511,-11.8704575955722,13.8728696531651,0.231678758120857,155.662349693516,0.000640575773688901,0.103062000695551,0.000640575773688901,0.231678758120857,0.103062000695551,0.0558319751369065
2021,2.88013991595159,4.27166381536798,13.7498135562536,3.88055413137587,128.3,10.4661409953367,11.2923467340951,38.2852960296511,4.61647778191296,8.84402888783882,15.8181030380089,TRUE,"Post-stabilization",FALSE,FALSE,1.07451131290869,5.16719809549171,1.66234602721702,4.27166381536798,10.4661409953367,2.88013991595159,-40.8598202942902,45.1314841096582,0.117925891144807,155.478557380751,0.00261815654505184,0.312918155224798,0.00261815654505184,0.117925891144807,0.312918155224798,0.113007852383595
2022,9.31212092014772,8.33370630096231,13.3949556323686,3.83518137473542,114.8,-1.1761232516295,-11.1179787736124,2.88013991595159,10.4661409953367,11.2923467340951,13.7498135562536,TRUE,"Post-stabilization",FALSE,FALSE,2.80947350133134,4.54156807082416,2.23363218152607,8.33370630096231,-1.1761232516295,9.31212092014772,-8.49601981956649,16.8297261205288,0.0820067853494958,155.657169895798,0.000233755751409514,0.114382871856258,0.000233755751409514,0.0820067853494958,0.114382871856258,0.0337282137399364
