"term","estimate","std.error","statistic","p.value","std_error_type","model","conf_low","conf_high"
"(Intercept)",2.82997724861306,0.967182340839257,2.9260017776559,0.00583746816567794,"Newey-West","log_outcome",0.934299860568113,4.725654636658
"broad_money_growth",-0.00087422532814987,0.000212960246915362,-4.10511041761385,0.00021373231132286,"Newey-West","log_outcome",-0.00129162741210398,-0.000456823244195761
"fx_depr",0.0279335466633562,0.00351840107343354,7.93927300508022,1.65208159210129e-09,"Newey-West","log_outcome",0.0210374805594264,0.0348296127672859
"tot_growth",-0.0325166428940175,0.0102735330122578,-3.16508866572197,0.00309788296137648,"Newey-West","log_outcome",-0.0526527675980428,-0.0123805181899923
"gov_cons_gdp",-0.0897010376498769,0.0816330930903128,-1.09883178811611,0.278940375747668,"Newey-West","log_outcome",-0.24970190010689,0.0702998248071361
