"n_years","mean_infl","sd_infl","median_infl","max_infl","mean_money","mean_fx_depr","mean_tot_g"
43,301.423025587757,1237.50044036436,4.27166381536798,7481.66361124526,244.174936124133,39.0513258753611,-0.641128383772144
